IDISK CUI,IDISK AUI,TERM,UMLS CUI,MISSINGNESS TYPE,INGREDIENT TYPE,Notes (Optional),IGNORE
NMCD_DSLD_NHPID0478224,DA0166062,Fruit,"C0016767, C0016767, C0016767, C0016767, C0016767, C0016767, C0016767, C0016767, C0016767, C0016767, C0016767, C0016767, C0016767, C0016767, C1509510, C1509510, C1509510",,,,
NMCD_DSLD_NHPID0478224,DA0166063,Beleric myrobalan,,,,,
NMCD_DSLD_NHPID0478224,DA0166064,Harra,C1193061,,,,
NMCD_DSLD_NHPID0478224,DA0166065,Terminalia belerica,,,,,
NMCD_DSLD_NHPID0478224,DA0166066,Chebulic myrobalan,,,,,
NMCD_DSLD_NHPID0478224,DA0166067,fruit Terminalia chebula,,,,,
NMCD_DSLD_NHPID0478224,DA0166068,Bibitaki,,,,,
NMCD_DSLD_NHPID0478224,DA0166069,Indian gall-nut,,,,,
NMCD_DSLD_NHPID0478224,DA0166070,Amandier Tropical,,,,,
NMCD_DSLD_NHPID0478224,DA0166073,Terminalia Chebulic,,,,,
NMCD_DSLD_NHPID0478224,DA0166074,Indian Almond,,,,,
NMCD_DSLD_NHPID0478224,DA0166075,Arjuna,,,,,
NMCD_DSLD_NHPID0478224,DA0166077,Bala Harade,,,,,
NMCD_DSLD_NHPID0478224,DA0166078,Kadukka,,,,,
NMCD_DSLD_NHPID0478224,DA0166079,Behada,,,,,
NMCD_DSLD_NHPID0478224,DA0166080,Indradru,,,,,
NMCD_DSLD_NHPID0478224,DA0166081,organic Bibhitaki,,,,,
NMCD_DSLD_NHPID0478224,DA0166082,Hara,"C2758676, C3815540",,,,
NMCD_DSLD_NHPID0478224,DA0166083,Balharde,,,,,
NMCD_DSLD_NHPID0478224,DA0166084,Chebulische,,,,,
NMCD_DSLD_NHPID0478224,DA0166086,Terminalia ferdinandiana,,,,,
NMCD_DSLD_NHPID0478224,DA0166087,Kadukkai,,,,,
NMCD_DSLD_NHPID0478224,DA0166088,Rispiger,,,,,
NMCD_DSLD_NHPID0478224,DA0166089,Kadukkaya,,,,,
NMCD_DSLD_NHPID0478224,DA0166090,Haritali,,,,,
NMCD_DSLD_NHPID0478224,DA0166091,Tropical Almond,C0971878,,,,
NMCD_DSLD_NHPID0478224,DA0166092,Bibhitak,,,,,
NMCD_DSLD_NHPID0478224,DA0166093,Badamier Géant,,,,,
NMCD_DSLD_NHPID0478224,DA0166094,Arjan des Indes,,,,,
NMCD_DSLD_NHPID0478224,DA0166097,Harada fruit extract,,,,,
NMCD_DSLD_NHPID0478224,DA0166098,Jangalii harro,,,,,
NMCD_DSLD_NHPID0478224,DA0166099,Gallnut,,,,,
NMCD_DSLD_NHPID0478224,DA0166100,Harade,,,,,
NMCD_DSLD_NHPID0478224,DA0166101,Hirala,,,,,
NMCD_DSLD_NHPID0478224,DA0166102,Australian Bush Plum,,,,,
NMCD_DSLD_NHPID0478224,DA0166104,organic Arjuna,,,,,
NMCD_DSLD_NHPID0478224,DA0166105,Terminalia latipes,,,,,
NMCD_DSLD_NHPID0478224,DA0166106,Arjuna extract,,,,,
NMCD_DSLD_NHPID0478224,DA0166107,Badamier,,,,,
NMCD_DSLD_NHPID0478224,DA0166108,Belliric Myrobalan,,,,,
NMCD_DSLD_NHPID0478224,DA0166109,Indian gall nut,,,,,
NMCD_DSLD_NHPID0478224,DA0166110,Terminalia bark extract,,,,,
NMCD_DSLD_NHPID0478224,DA0166111,Terminalia Chebula Extract,C3473352,,,,
NMCD_DSLD_NHPID0478224,DA0166112,Kalidruma,,,,,
NMCD_DSLD_NHPID0478224,DA0166113,Pentaptera arjuna,,,,,
NMCD_DSLD_NHPID0478224,DA0166114,Beleric Myrobalan,,,,,
NMCD_DSLD_NHPID0478224,DA0166115,Myrobolan Chébule,,,,,
NMCD_DSLD_NHPID0478224,DA0166119,Karkchettu,,,,,
NMCD_DSLD_NHPID0478224,DA0166120,He li le,,,,,
NMCD_DSLD_NHPID0478224,DA0166121,Myrobalanus bellirica,C1193060,,,,
NMCD_DSLD_NHPID0478224,DA0166122,Vibhitaki,,,,,
NMCD_DSLD_NHPID0478224,DA0166124,organic Bibhitaki powder,,,,,
NMCD_DSLD_NHPID0478224,DA0166125,Behada fruit extract,,,,,
NMCD_DSLD_NHPID0478224,DA0166126,Myrobolan Bellirique,,,,,
NMCD_DSLD_NHPID0478224,DA0166127,Mirobaran no ki,,,,,
NMCD_DSLD_NHPID0478224,DA0166128,Axjun Argun,,,,,
NMCD0478230,DA0166276,Vigne du Tonnerre Divin,,,,,
NMCD0478230,DA0166277,Taso-Ho-Hua,,,,,
NMCD0478230,DA0166278,Lei Gong Teng,C0621447,,,,
NMCD0478230,DA0166279,Threewingnut,,,,,
NMCD0478230,DA0166280,Lei-Kung T'eng,,,,,
NMCD0478230,DA0166281,Thunder God Vine,,,,,
NMCD0478230,DA0166282,Vine,"C0330100, C0330100, C0330100, C1256200",,,,
NMCD0478230,DA0166283,Tripterygium wilfordii,"C0077273, C0077273, C0077273, C0077273, C0077273, C0077273, C0077273, C0077273, C0077273, C0077273, C0077273",,,,
NMCD0478230,DA0166284,Huang-T'eng Ken,,,,,
NMCD0478230,DA0166285,Tripterigium Wilfordii,,,,,
NMCD0478230,DA0166286,Tonnerre de la Vigne de Dieu,,,,,
NMCD0478230,DA0166287,Yellow Vine,,,,,
NMCD0478267,DA0167446,Polygonum odoratum,C2662344,,,,
NMCD0478267,DA0167447,Korianderpilört,,,,,
NMCD0478267,DA0167448,Renouée Odorante,,,,,
NMCD0478267,DA0167449,Vietnamese Coriander,C2662344,,,,
NMCD0478267,DA0167450,Laksa Leaf,,,,,
NMCD0478267,DA0167451,Dawn Kesum,,,,,
NMCD0478267,DA0167452,Persicaire du Vietnam,,,,,
NMCD0478267,DA0167453,Persicaria odorata,C2662344,,,,
NMCD0478267,DA0167454,Daun Laksa,,,,,
NMCD0478267,DA0167455,Perennial Coriander,,,,,
NMCD0478267,DA0167456,Coriandre du Vietnam,,,,,
NMCD0478267,DA0167457,Asian Mint,,,,,
NMCD0478267,DA0167458,Vietnamese Mint,,,,,
NMCD0478267,DA0167459,Rau Răm,,,,,
NMCD0478267,DA0167460,Daun Kesum,,,,,
NMCD0478267,DA0167462,Dawn Laksa,,,,,
NMCD0478267,DA0167463,Daun Kesom,,,,,
NMCD0478267,DA0167464,Hot Mint,,,,,
DSLD_NMCD0478311,DA0169122,Achillea millefolium var. rubra,,,,,
DSLD_NMCD0478311,DA0169123,Rajmari,,,,,
DSLD_NMCD0478311,DA0169124,Carpenter's Weed,C1148469,,,,
DSLD_NMCD0478311,DA0169125,Birangasipha,,,,,
DSLD_NMCD0478311,DA0169126,aerial parts,,,,,
DSLD_NMCD0478311,DA0169127,Yarrow extract,"C0771936, C0771936, C0771936",,,,
DSLD_NMCD0478311,DA0169128,Huile Essentielle d'Achillée,,,,,
DSLD_NMCD0478311,DA0169129,Biranjasipha,,,,,
DSLD_NMCD0478311,DA0169130,Achillea millefolium L.,C1148469,,,,
DSLD_NMCD0478311,DA0169131,Achillea,"C0995149, C0995149, C0995149, C0995149, C0995149, C0995149, C0995149, C0995149, C0995149, C0995149, C0995149",,,,
DSLD_NMCD0478311,DA0169132,Erba Da Cartentieri,,,,,
DSLD_NMCD0478311,DA0169133,Sourcil de Vénus,,,,,
DSLD_NMCD0478311,DA0169134,Devil's Nettle,,,,,
DSLD_NMCD0478311,DA0169135,Yarrow herb powder,,,,,
DSLD_NMCD0478311,DA0169136,Erba Da Falegname,,,,,
DSLD_NMCD0478311,DA0169137,Achillée Millefeuille,C1148469,,,,
DSLD_NMCD0478311,DA0169138,Birangasifa,,,,,
DSLD_NMCD0478311,DA0169139,Yarrow,"C0771936, C0771936, C0995149, C0995149, C0995149, C0995149, C1148469, C1148469, C1148469, C3146241",,,,
DSLD_NMCD0478311,DA0169140,Tausendaugbram,,,,,
DSLD_NMCD0478311,DA0169141,Devil's Plaything,,,,,
DSLD_NMCD0478311,DA0169142,Herbe Militaire,,,,,
DSLD_NMCD0478311,DA0169143,Herbe à la Coupure,,,,,
DSLD_NMCD0478311,DA0169144,flower essence infusions Achillea millefolium,,,,,
DSLD_NMCD0478311,DA0169145,Achillea millefolium,"C1148469, C1148469, C1148469, C1148469, C1148469, C1148469, C1148469, C1148469, C1148469, C1148469, C1148469, C1148469, C1611842, C1611842, C3255837, C3255837, C3255837",,,,
DSLD_NMCD0478311,DA0169146,Yarrow whole herb extract,,,,,
DSLD_NMCD0478311,DA0169147,Gemeine Schafgarbe,,,,,
DSLD_NMCD0478311,DA0169148,Soldier's Wound Wort,,,,,
DSLD_NMCD0478311,DA0169149,Yarrow flowering top extract,,,,,
DSLD_NMCD0478311,DA0169150,flower ess,,,,,
DSLD_NMCD0478311,DA0169151,Organic yarrow flower,,,,,
DSLD_NMCD0478311,DA0169152,Achilea millefolium,,,,,
DSLD_NMCD0478311,DA0169153,Green Arrow,,,,,
DSLD_NMCD0478311,DA0169154,Bauchweh,"C0221512, C0221512",,,,
DSLD_NMCD0478311,DA0169155,Noble Yarrow,,,,,
DSLD_NMCD0478311,DA0169156,Herbe à Dindes,,,,,
DSLD_NMCD0478311,DA0169157,Nosebleed,"C0014591, C0014591, C0014591, C0014591, C0014591, C0014591, C0014591, C0014591, C0014591, C0014591, C0014591, C0014591, C0014591, C0014591, C0014591, C0014591, C0014591, C0014591, C2724883",,,,
DSLD_NMCD0478311,DA0169158,Bloodwort,"C0331669, C0331669",,,,
DSLD_NMCD0478311,DA0169159,Milfoil,C1148469,,,,
DSLD_NMCD0478311,DA0169160,fresh Yarrow,,,,,
DSLD_NMCD0478311,DA0169161,ethically wild harvested Yarrow,,,,,
DSLD_NMCD0478311,DA0169162,Yarrow powder,,,,,
DSLD_NMCD0478311,DA0169163,Band Man's Plaything,,,,,
DSLD_NMCD0478311,DA0169164,Yarrow leaf & flower extract,,,,,
DSLD_NMCD0478311,DA0169165,Millefolii Flos,,,,,
DSLD_NMCD0478311,DA0169166,Milefolio,,,,,
DSLD_NMCD0478311,DA0169167,Old Man's Pepper,,,,,
DSLD_NMCD0478311,DA0169168,whole plant tinctures Yarrow,,,,,
DSLD_NMCD0478311,DA0169169,dried Yarrow flowering tops extract,,,,,
DSLD_NMCD0478311,DA0169170,Millefeuille,C1148469,,,,
DSLD_NMCD0478311,DA0169171,Milenrama,C1148469,,,,
DSLD_NMCD0478311,DA0169172,Wound Wort,,,,,
DSLD_NMCD0478311,DA0169173,Gandana,,,,,
DSLD_NMCD0478311,DA0169174,Millegoglie,,,,,
DSLD_NMCD0478311,DA0169175,Yarrow flowers powder,,,,,
DSLD_NMCD0478311,DA0169176,Achillée Laineuse,,,,,
DSLD_NMCD0478311,DA0169177,whole plant tinctures Achillea millefolium,,,,,
DSLD_NMCD0478311,DA0169178,Katzenkrat,,,,,
DSLD_NMCD0478311,DA0169179,Thousand-Leaf,,,,,
DSLD_NMCD0478311,DA0169180,Achillea magna,,,,,
DSLD_NMCD0478311,DA0169181,infusion Achillea millefolium,,,,,
DSLD_NMCD0478311,DA0169182,Staunchweed,,,,,
DSLD_NMCD0478311,DA0169183,Bumadaran,,,,,
DSLD_NMCD0478311,DA0169184,Herbe aux Charpentiers,,,,,
DSLD_NMCD0478311,DA0169185,Achilee,,,,,
DSLD_NMCD0478311,DA0169186,Yarrow aerial parts extract,,,,,
DSLD_NMCD0478311,DA0169187,infusion Achillea filipendulina,,,,,
DSLD_NMCD0478311,DA0169188,Fresh Yarrow aerial parts extract,,,,,
DSLD_NMCD0478311,DA0169189,Millefolii Herba,,,,,
DSLD_NMCD0478311,DA0169190,Sanguinary,,,,,
DSLD_NMCD0478311,DA0169192,Achillea lanulosa,,,,,
DSLD_NMCD0478311,DA0169193,Yarrow flowers extract,,,,,
DSLD_NMCD0478311,DA0169194,organic Yarrow,,,,,
DSLD_NMCD0478311,DA0169195,Achillée Boréale,,,,,
DSLD_NMCD0478311,DA0169196,Common Yarrow,C1148469,,,,
DSLD_NMCD0478311,DA0169197,Yarrow essential oil,,,,,
DSLD_NMCD0478311,DA0169198,Yarrow flower extract,"C0771936, C0771936",,,,
DSLD_NMCD0478311,DA0169199,Yarrow Essential Oil,,,,,
DSLD_NMCD0478311,DA0169201,Achillée,C0995149,,,,
DSLD_NMCD0478311,DA0169202,Roga Mari,,,,,
DSLD_NMCD0478311,DA0169203,Civan Percemi,,,,,
DSLD_NMCD0478311,DA0169204,Millefolium,C4733915,,,,
DSLD_NMCD0478311,DA0169205,flower,"C0330090, C0330090, C0330090, C0330090, C0330090, C0330090, C1413035, C1413035",,,,
DSLD_NMCD0478311,DA0169206,Achillea borealis,,,,,
DSLD_NMCD0478311,DA0169207,Yarrow flowering tops extract,,,,,
DSLD_NMCD0478311,DA0169208,Acuilee,,,,,
DSLD_NMCD0478311,DA0169209,essential oils yarrow,,,,,
NMCD0478317,DA0169269,Buttered Hayhocks,,,,,
NMCD0478317,DA0169270,Linaire Vulgaire,,,,,
NMCD0478317,DA0169271,Pattens and Clogs,,,,,
NMCD0478317,DA0169272,Devil's Ribbon,,,,,
NMCD0478317,DA0169273,Wild Snapdragon,C1010571,,,,
NMCD0478317,DA0169274,Fluelli,,,,,
NMCD0478317,DA0169275,Pennywort,"C0330679, C0330679, C0330679, C0939842",,,,
NMCD0478317,DA0169276,Eggs and Bacon,,,,,
NMCD0478317,DA0169277,Eggs and Collops,,,,,
NMCD0478317,DA0169278,Rabbits,"C0324889, C3887509, C3887509, C3887509, C3887509, C3887509, C3887509",,,,
NMCD0478317,DA0169279,Calves' Snout,,,,,
NMCD0478317,DA0169280,Monkey Flower,,,,,
NMCD0478317,DA0169281,Yellow Toadflax,,,,,
NMCD0478317,DA0169282,Toadpipe,,,,,
NMCD0478317,DA0169283,Linaria vulgaris,"C1010571, C1010571, C1010571, C1010571, C3891825",,,,
NMCD0478317,DA0169284,Linaire Commune,,,,,
NMCD0478317,DA0169285,Gallwort,,,,,
NMCD0478317,DA0169286,Flaxweed,C1010571,,,,
NMCD0478317,DA0169287,Ramsted,,,,,
NMCD0478317,DA0169288,Doggies,,,,,
NMCD0478317,DA0169289,Brideweed,,,,,
NMCD0478317,DA0169290,Muflier Sauvage,,,,,
NMCD0478317,DA0169291,Dragon-Bushes,,,,,
NMCD0478317,DA0169292,Larkspur Lion's Mouth,,,,,
NMCD0478317,DA0169293,Pedlar's Basket,,,,,
NMCD0478317,DA0169294,Butter and Eggs,,,,,
NMCD0478317,DA0169295,Linaire Sauvage,,,,,
NMCD0478317,DA0169296,Devil's Head,,,,,
NMCD0478317,DA0169297,Yellow Rod,,,,,
NMCD0478317,DA0169298,Linaria <Plantaginaceae>,C1010570,,,,
NMCD0478317,DA0169299,Linaria,"C1010570, C1010570, C1010570, C1010570, C1010570, C1010570, C1010570, C1010570, C1010570, C1010570, C1010570, C1010570, C1010570, C4319589",,,,
NMCD0478317,DA0169300,Churnstaff,,,,,
NMCD0478329,DA0169542,Oxalis Petite Oseille,,,,,
NMCD0478329,DA0169543,Oxalis montana,"C0330905, C0330905",,,,
NMCD0478329,DA0169544,Surelle,,,,,
NMCD0478329,DA0169545,Aleluya,C0330903,,,,
NMCD0478329,DA0169546,Shamrock,,,,,
NMCD0478329,DA0169547,Sour Trefoil,,,,,
NMCD0478329,DA0169548,Oxalide des Bois,,,,,
NMCD0478329,DA0169549,Cuckoo Bread,,,,,
NMCD0478329,DA0169550,Hallelujah,,,,,
NMCD0478329,DA0169551,Herbe aux Coucous,,,,,
NMCD0478329,DA0169552,Pain-de-Coucou,,,,,
NMCD0478329,DA0169553,Wood Sorrel,"C0330903, C0330903, C0330903",,,,
NMCD0478329,DA0169554,Cuckowes Meat,,,,,
NMCD0478329,DA0169555,Oxalis acetosella,"C0330905, C0330905, C0330905, C0330905, C0330905, C0330905, C3486817",,,,
NMCD0478329,DA0169556,Wood Sour,,,,,
NMCD0478329,DA0169557,White Sorrel,,,,,
NMCD0478329,DA0169558,Stubwort,,,,,
NMCD0478329,DA0169559,Alléluia,,,,,
NMCD0478329,DA0169560,Fairy Bells,,,,,
NMCD0478329,DA0169561,Green Sauce,,,,,
NMCD0478329,DA0169562,Petite Oseille,,,,,
NMCD0478329,DA0169563,Three-Leaved Grass,,,,,
NMCD0478329,DA0169564,Acederilla,C0330903,,,,
NMCD0478329,DA0169565,Oxalis des Bois,,,,,
NMCD0478329,DA0169566,Oxalide Petite Oseille,,,,,
NMCD0478329,DA0169567,Oseille des Bois,,,,,
NMCD0478329,DA0169568,Oxalis,"C0330903, C0330903, C0330903, C0330903, C0330903, C0330903, C0330903",,,,
NMCD0478329,DA0169570,Mountain Sorrel,,,,,
NMCD0478329,DA0169571,Stickwort,,,,,
NMCD0478330,DA0169572,Avocado extract,C2722027,,,,
NMCD0478330,DA0169573,Avocado Sugar Extract,,,,,
NMCD0478330,DA0169574,Extracto de Azúcar de Aguacate,,,,,
NMCD0478330,DA0169575,D-Mannoheptulose,,,,,
NMCD0478330,DA0169576,Mannoheptulose,"C0024735, C0024735, C0024735, C0024735, C0024735, C0024735",,,,
NMCD0478330,DA0169577,Séduheptulose,,,,,
NMCD0478330,DA0169578,Extrait de Sucres d'Avocat,,,,,
NMCD0478330,DA0169579,Manno-heptulose,,,,,
NMCD0478331,DA0169580,Natem,,,,,
NMCD0478331,DA0169581,Jagube,,,,,
NMCD0478331,DA0169582,Chaliponga,,,,,
NMCD0478331,DA0169583,Mariri,,,,,
NMCD0478331,DA0169584,Jurema,,,,,
NMCD0478331,DA0169585,Queen,,,,,
NMCD0478331,DA0169586,Ayahoasca,,,,,
NMCD0478331,DA0169587,Appane,,,,,
NMCD0478331,DA0169588,Chacrona,,,,,
NMCD0478331,DA0169589,Chacruna,,,,,
NMCD0478331,DA0169590,Soulvine,,,,,
NMCD0478331,DA0169591,Rainha,,,,,
NMCD0478331,DA0169592,Caapi,"C0301272, C0301272, C0301272, C0301272",,,,
NMCD0478331,DA0169593,Yajé,,,,,
NMCD0478331,DA0169594,Hoasca,,,,,
NMCD0478331,DA0169595,Kawa,"C0009237, C0521083, C0521083, C0521083, C0521083",,,,
NMCD0478331,DA0169596,Daime,,,,,
NMCD0478331,DA0169597,Ooasca,,,,,
NMCD0478331,DA0169598,Ayahuasca,"C0301272, C0330913, C0330913, C0330913, C0330913, C0330913, C0330913, C0330913, C0330913, C0330913, C0330913, C0330913, C0937833",,,,
NMCD0478331,DA0169599,Banisteriopsis,"C0330913, C0330913, C0330913, C0330913, C0330913, C0330913, C0330913, C0330913, C0330913, C0330913, C0330913, C0330913, C0330913, C0330913, C0330913, C0330913, C0330913, C0330913, C0330913",,,,
NMCD0478331,DA0169600,yage,C0330913,,,,
NHPID_DSLD_NMCD0478343,DA0169796,Potassium Caseinate,"C0311457, C0311457",,,,
NHPID_DSLD_NMCD0478343,DA0169797,Péptidos de la Caseína,,,,,
NHPID_DSLD_NMCD0478343,DA0169798,Caséine Hydrolysée,,,,,
NHPID_DSLD_NMCD0478343,DA0169799,Oligo Peptide,,,,,
NHPID_DSLD_NMCD0478343,DA0169800,Casein Phosphopeptide,,,,,
NHPID_DSLD_NMCD0478343,DA0169801,Peptide Dérivé de la Caséine,,,,,
NHPID_DSLD_NMCD0478343,DA0169802,Bovine Casein Hydrosylate,,,,,
NHPID_DSLD_NMCD0478343,DA0169803,Tri-Peptides,,,,,
NHPID_DSLD_NMCD0478343,DA0169804,Peptides de glutamine,,,,,
NHPID_DSLD_NMCD0478343,DA0169805,Bio-Gro Bio Active Peptides,,,,,
NHPID_DSLD_NMCD0478343,DA0169806,C12 Peption,,,,,
NHPID_DSLD_NMCD0478343,DA0169808,Cysteine Milk Peptide,,,,,
NHPID_DSLD_NMCD0478343,DA0169809,Oligo-Peptides,,,,,
NHPID_DSLD_NMCD0478343,DA0169810,Milk Protein Hydrosylate,,,,,
NHPID_DSLD_NMCD0478343,DA0169811,Hydrolyzed Lactalbumin,,,,,
NHPID_DSLD_NMCD0478343,DA0169812,L-Leucine Tri Peptides,,,,,
NHPID_DSLD_NMCD0478343,DA0169813,Hydrolysed Casein,,,,,
NHPID_DSLD_NMCD0478343,DA0169814,Lactalbumin Hydrolysate,C4040821,,,,
NHPID_DSLD_NMCD0478343,DA0169815,Peptides de Caséine,,,,,
NHPID_DSLD_NMCD0478343,DA0169816,Micellar Casein,,,,,
NHPID_DSLD_NMCD0478343,DA0169817,Milk Protein Extract,,,,,
NHPID_DSLD_NMCD0478343,DA0169818,Casein Tripeptide,,,,,
NHPID_DSLD_NMCD0478343,DA0169819,Arginine Creatine Peptide,,,,,
NHPID_DSLD_NMCD0478343,DA0169820,N-Phenylacetyl-L-Prolylglycine Ethyl Ester,C0936149,,,,
NHPID_DSLD_NMCD0478343,DA0169821,Peptide C12,,,,,
NHPID_DSLD_NMCD0478343,DA0169822,Casein-derived Peptide,,,,,
NHPID_DSLD_NMCD0478343,DA0169823,caseinate,C3535837,,,,
NHPID_DSLD_NMCD0478343,DA0169824,Caseins,"C0007332, C0007332, C0007332, C0007332",,,,
NHPID_DSLD_NMCD0478343,DA0169825,Peptides Hypotenseurs,,,,,
NHPID_DSLD_NMCD0478343,DA0169826,Tripeptide de Caséine,,,,,
NHPID_DSLD_NMCD0478343,DA0169827,Caséine de Potassium,,,,,
NHPID_DSLD_NMCD0478343,DA0169828,Hypotensive Peptides,,,,,
NHPID_DSLD_NMCD0478343,DA0169829,Casein Tryptic Hydrolysate,,,,,
NHPID_DSLD_NMCD0478343,DA0169830,Lactotripeptide,,,,,
NHPID_DSLD_NMCD0478343,DA0169831,Concentré de Caséine Hydrolysée,,,,,
NHPID_DSLD_NMCD0478343,DA0169832,Casein Protein Extract,,,,,
NHPID_DSLD_NMCD0478343,DA0169833,Lactotripeptides,,,,,
NHPID_DSLD_NMCD0478343,DA0169834,Peptides de Caseine,,,,,
NHPID_DSLD_NMCD0478343,DA0169835,Casein Decapeptide,,,,,
NHPID_DSLD_NMCD0478343,DA0169836,Sour Milk Peptides,,,,,
NHPID_DSLD_NMCD0478343,DA0169837,ProSYNTHAGEN Peptide,,,,,
NHPID_DSLD_NMCD0478343,DA0169838,Peptide Bonded Amino Acids,,,,,
NHPID_DSLD_NMCD0478343,DA0169839,Extrait de Protéine de Lait,,,,,
NHPID_DSLD_NMCD0478343,DA0169840,Hydrolyzed Casein Concentrate,,,,,
NHPID_DSLD_NMCD0478343,DA0169841,full spectrum Oligopeptide Amino Acids,,,,,
NHPID_DSLD_NMCD0478343,DA0169842,bioactive Peptides,,,,,
NHPID_DSLD_NMCD0478343,DA0169843,Casein Peptide,,,,,
NHPID_DSLD_NMCD0478343,DA0169844,Valyl-Prolyl-Proline,C1505878,,,,
NHPID_DSLD_NMCD0478343,DA0169845,Glutamine peptides,,,,,
NHPID_DSLD_NMCD0478343,DA0169846,Lactalbumine Hydrolysée,,,,,
NHPID_DSLD_NMCD0478343,DA0169847,Casein Hydrosylate,,,,,
NHPID_DSLD_NMCD0478343,DA0169848,Hydrolyzed Casein,,,,,
NHPID_DSLD_NMCD0478343,DA0169849,Sour Milk Extract,,,,,
NHPID_DSLD_NMCD0478343,DA0169851,Casein,"C0007332, C0007332, C0007332, C0007332, C0007332, C0007332, C0007332, C0007332, C0007332, C0007332, C0007332, C0007332, C0007332, C2720503, C2720503, C2720503",,,,
NHPID_DSLD_NMCD0478343,DA0169852,Isoleucyl-Prolyl-Proline,C1505879,,,,
NHPID_DSLD_NMCD0478343,DA0169853,Extrait de Protéine de Caséine,,,,,
NHPID_DSLD_NMCD0478343,DA0169854,Casein Peptides,,,,,
NHPID_DSLD_NMCD0478343,DA0169855,Peptide Peptidohydrolase activity,,,,,
NHPID_DSLD_NMCD0478343,DA0169856,Sodium Caseinate,"C0037488, C0037488, C0037488, C0037488, C0037488, C0037488, C0037488",,,,
NHPID_DSLD_NMCD0478343,DA0169857,Caséinate de Calcium,,,,,
NHPID_DSLD_NMCD0478343,DA0169858,Peptides,"C0030956, C0030956, C0030956, C0030956, C0030956, C0030956, C0030956, C0030956",,,,
NHPID_DSLD_NMCD0478343,DA0169859,C12 Peptide,,,,,
NHPID_DSLD_NMCD0478343,DA0169860,Noopept,C0936149,,,,
NHPID_DSLD_NMCD0478343,DA0169862,Sea BP fish peptides,,,,,
NHPID_DSLD_NMCD0478343,DA0169864,Calcium Caseinate,"C0301465, C0301465, C0301465, C0301465, C0301465, C0301465, C0301465, C0301465",,,,
NHPID_DSLD_NMCD0478343,DA0169865,Protéine de Lait Hydrolysée,,,,,
NHPID_DSLD_NMCD0478343,DA0169867,Peptide,"C0030956, C0030956, C0030956, C0030956, C0030956, C0030956, C0030956, C0030956",,,,
NHPID_DSLD_NMCD0478343,DA0169868,C12,,,,,
NHPID_DSLD_NMCD0478343,DA0169869,Di-Peptides,,,,,
NMCD0478348,DA0170031,Senna nomame,C3321103,,,,
NMCD0478348,DA0170032,Nomame Herba,,,,,
NMCD0478348,DA0170033,Nomame,,,,,
NMCD0478348,DA0170034,Cassia mimosoides L. var. nomame Makino,,,,,
NMCD0478348,DA0170035,Cassia Nomame,C3321103,,,,
NMCD0478348,DA0170036,Chapul,,,,,
NMCD0478348,DA0170037,Chamaecrista dimidiate,,,,,
NMCD0478348,DA0170038,Kawara Ketsumei,,,,,
NMCD0478355,DA0170125,Leucaena leucocephala,"C0330838, C0330838, C0330838, C0330838, C0330838",,,,
